"Interval start","All","Master","Slave 1"
417.5,136747,89167,8126
417.6,0,0,0
417.7,0,0,0
417.8,0,0,0
417.9,0,0,0
418,0,0,0
418.1,0,0,0
418.2,0,0,0
418.3,0,0,0
418.4,0,0,0
418.5,0,0,0
418.6,0,0,0
418.7,0,0,0
418.8,0,0,0
418.9,0,0,0
419,0,0,0
419.1,0,0,0
419.2,0,0,0
419.3,0,0,0
419.4,0,0,0
419.5,0,0,0
419.6,0,0,0
419.7,0,0,0
419.8,0,0,0
419.9,0,0,0
420,0,0,0
420.1,0,0,0
420.2,0,0,0
420.3,104066,67682,6824
420.4,284759,157617,20495
420.5,168769,103555,12317
420.6,0,0,0
420.7,0,0,0
420.8,0,0,0
420.9,0,0,0
421,0,0,0
421.1,0,0,0
421.2,0,0,0
421.3,0,0,0
421.4,0,0,0
421.5,0,0,0
421.6,0,0,0
421.7,0,0,0
421.8,0,0,0
421.9,0,0,0
422,0,0,0
422.1,0,0,0
422.2,0,0,0
422.3,0,0,0
422.4,0,0,0
422.5,0,0,0
422.6,0,0,0
422.7,0,0,0
422.8,0,0,0
422.9,0,0,0
423,0,0,0
423.1,0,0,0
423.2,0,0,0
423.3,0,0,0
423.4,0,0,0
423.5,0,0,0
423.6,0,0,0
423.7,0,0,0
423.8,0,0,0
423.9,0,0,0
424,0,0,0
424.1,0,0,0
424.2,0,0,0
424.3,103007,68282,6523
424.4,292423,159634,22878
424.5,160012,99431,10621
424.6,0,0,0
424.7,0,0,0
424.8,0,0,0
424.9,0,0,0
425,0,0,0
425.1,0,0,0
425.2,0,0,0
425.3,0,0,0
425.4,0,0,0
425.5,0,0,0
425.6,0,0,0
425.7,0,0,0
425.8,0,0,0
425.9,0,0,0
426,0,0,0
426.1,0,0,0
426.2,0,0,0
426.3,0,0,0
426.4,0,0,0
426.5,0,0,0
426.6,0,0,0
426.7,0,0,0
426.8,0,0,0
426.9,0,0,0
427,0,0,0
427.1,0,0,0
427.2,0,0,0
427.3,103201,67017,6456
427.4,246902,144425,17136
427.5,133058,67730,12214
427.6,78542,52335,4226
427.7,0,0,0
427.8,0,0,0
427.9,0,0,0
428,0,0,0
428.1,0,0,0
428.2,0,0,0
428.3,0,0,0
428.4,0,0,0
428.5,0,0,0
428.6,0,0,0
428.7,0,0,0
428.8,0,0,0
428.9,0,0,0
429,0,0,0
429.1,0,0,0
429.2,0,0,0
429.3,0,0,0
429.4,0,0,0
429.5,0,0,0
429.6,0,0,0
429.7,0,0,0
429.8,0,0,0
429.9,0,0,0
430,0,0,0
430.1,0,0,0
430.2,0,0,0
430.3,0,0,0
430.4,0,0,0
430.5,0,0,0
430.6,0,0,0
430.7,0,0,0
430.8,0,0,0
430.9,0,0,0
431,0,0,0
431.1,0,0,0
431.2,0,0,0
431.3,0,0,0
431.4,0,0,0
431.5,0,0,0
431.6,0,0,0
431.7,0,0,0
431.8,0,0,0
431.9,0,0,0
432,0,0,0
432.1,0,0,0
432.2,0,0,0
432.3,0,0,0
432.4,0,0,0
432.5,0,0,0
432.6,0,0,0
432.7,0,0,0
432.8,0,0,0
432.9,0,0,0
433,0,0,0
433.1,0,0,0
433.2,0,0,0
433.3,96791,65837,5586
433.4,290578,158960,20091
433.5,171841,103735,13758
433.6,0,0,0
433.7,0,0,0
433.8,0,0,0
433.9,0,0,0
434,0,0,0
434.1,0,0,0
434.2,0,0,0
434.3,0,0,0
434.4,0,0,0
434.5,0,0,0
434.6,0,0,0
434.7,0,0,0
434.8,0,0,0
434.9,0,0,0
435,0,0,0
435.1,0,0,0
435.2,0,0,0
435.3,0,0,0
435.4,0,0,0
435.5,0,0,0
435.6,0,0,0
435.7,0,0,0
435.8,0,0,0
435.9,0,0,0
436,0,0,0
436.1,0,0,0
436.2,0,0,0
436.3,0,0,0
436.4,0,0,0
436.5,0,0,0
436.6,0,0,0
436.7,0,0,0
436.8,0,0,0
436.9,0,0,0
437,0,0,0
437.1,0,0,0
437.2,0,0,0
437.3,0,0,0
437.4,0,0,0
437.5,0,0,0
437.6,0,0,0
437.7,0,0,0
437.8,0,0,0
437.9,0,0,0
438,0,0,0
438.1,0,0,0
438.2,0,0,0
438.3,99132,66037,5541
438.4,293877,160852,21766
438.5,164439,102035,11959
438.6,0,0,0
438.7,0,0,0
438.8,0,0,0
438.9,0,0,0
439,0,0,0
439.1,0,0,0
439.2,0,0,0
439.3,0,0,0
439.4,0,0,0
439.5,0,0,0
439.6,0,0,0
439.7,0,0,0
439.8,0,0,0
439.9,0,0,0
440,0,0,0
440.1,0,0,0
440.2,0,0,0
440.3,0,0,0
440.4,0,0,0
440.5,0,0,0
440.6,0,0,0
440.7,0,0,0
440.8,0,0,0
440.9,0,0,0
441,0,0,0
441.1,0,0,0
441.2,0,0,0
441.3,0,0,0
441.4,0,0,0
441.5,0,0,0
441.6,0,0,0
441.7,0,0,0
441.8,0,0,0
441.9,0,0,0
442,0,0,0
442.1,0,0,0
442.2,0,0,0
442.3,96157,65744,4822
442.4,194100,120680,14101
442.5,269573,143900,20460
442.6,0,0,0
442.7,0,0,0
442.8,0,0,0
442.9,0,0,0
443,0,0,0
443.1,0,0,0
443.2,0,0,0
443.3,0,0,0
443.4,0,0,0
443.5,0,0,0
443.6,0,0,0
443.7,0,0,0
443.8,0,0,0
443.9,0,0,0
444,0,0,0
444.1,0,0,0
444.2,0,0,0
444.3,0,0,0
444.4,0,0,0
444.5,0,0,0
444.6,0,0,0
444.7,0,0,0
444.8,0,0,0
444.9,0,0,0
445,0,0,0
445.1,0,0,0
445.2,0,0,0
445.3,0,0,0
445.4,0,0,0
445.5,0,0,0
445.6,0,0,0
445.7,0,0,0
445.8,0,0,0
445.9,0,0,0
446,0,0,0
446.1,0,0,0
446.2,0,0,0
446.3,0,0,0
446.4,0,0,0
446.5,0,0,0
446.6,0,0,0
446.7,0,0,0
446.8,0,0,0
446.9,0,0,0
447,0,0,0
447.1,0,0,0
447.2,0,0,0
447.3,0,0,0
447.4,0,0,0
447.5,0,0,0
447.6,0,0,0
447.7,0,0,0
447.8,0,0,0
447.9,0,0,0
448,0,0,0
448.1,0,0,0
448.2,0,0,0
448.3,9305,3055,935
448.4,69461,54765,3427
448.5,74403,29385,7172
448.6,76041,64437,1598
448.7,45748,35227,1724
448.8,29939,10533,3542
448.9,56738,20628,6861
449,52663,19640,4511
449.1,129772,80170,8514
449.2,27104,19296,1771
449.3,0,0,0
449.4,0,0,0
449.5,0,0,0
449.6,0,0,0
449.7,0,0,0
449.8,0,0,0
449.9,0,0,0
450,0,0,0
450.1,0,0,0
450.2,0,0,0
450.3,0,0,0
450.4,0,0,0
450.5,0,0,0
450.6,0,0,0
450.7,0,0,0
450.8,0,0,0
450.9,0,0,0
451,0,0,0
451.1,0,0,0
451.2,0,0,0
451.3,0,0,0
451.4,0,0,0
451.5,0,0,0
451.6,0,0,0
451.7,0,0,0
451.8,0,0,0
451.9,0,0,0
452,0,0,0
452.1,0,0,0
452.2,0,0,0
452.3,0,0,0
452.4,0,0,0
452.5,0,0,0
452.6,0,0,0
452.7,0,0,0
452.8,0,0,0
452.9,0,0,0
453,0,0,0
453.1,0,0,0
453.2,0,0,0
453.3,75858,57775,4060
453.4,296965,162999,20702
453.5,186927,110342,15081
453.6,0,0,0
453.7,0,0,0
453.8,0,0,0
453.9,0,0,0
454,0,0,0
454.1,0,0,0
454.2,0,0,0
454.3,0,0,0
454.4,0,0,0
454.5,0,0,0
454.6,0,0,0
454.7,0,0,0
454.8,0,0,0
454.9,0,0,0
455,0,0,0
455.1,0,0,0
455.2,0,0,0
455.3,0,0,0
455.4,0,0,0
455.5,0,0,0
455.6,0,0,0
455.7,0,0,0
455.8,0,0,0
455.9,0,0,0
456,0,0,0
456.1,0,0,0
456.2,0,0,0
456.3,0,0,0
456.4,0,0,0
456.5,0,0,0
456.6,0,0,0
456.7,0,0,0
456.8,0,0,0
456.9,0,0,0
457,0,0,0
457.1,0,0,0
457.2,0,0,0
457.3,0,0,0
457.4,0,0,0
457.5,0,0,0
457.6,0,0,0
457.7,0,0,0
457.8,0,0,0
457.9,0,0,0
458,0,0,0
458.1,0,0,0
458.2,0,0,0
458.3,0,0,0
458.4,0,0,0
458.5,0,0,0
458.6,0,0,0
458.7,0,0,0
458.8,0,0,0
458.9,0,0,0
459,0,0,0
459.1,0,0,0
459.2,0,0,0
459.3,18113,11223,1063
459.4,84331,56501,5186
459.5,109575,67516,7057
459.6,205259,105425,17775
459.7,149364,93824,9183
459.8,0,0,0
459.9,0,0,0
460,0,0,0
460.1,0,0,0
460.2,0,0,0
460.3,0,0,0
460.4,0,0,0
460.5,0,0,0
460.6,0,0,0
460.7,0,0,0
460.8,0,0,0
460.9,0,0,0
461,0,0,0
461.1,0,0,0
461.2,0,0,0
461.3,0,0,0
461.4,0,0,0
461.5,0,0,0
461.6,0,0,0
461.7,0,0,0
461.8,0,0,0
461.9,0,0,0
462,0,0,0
462.1,0,0,0
462.2,0,0,0
462.3,12421,5403,1191
462.4,69554,55603,2697
462.5,54446,19300,6258
462.6,35102,17272,2090
462.7,191734,120003,12292
462.8,180618,100080,14531
462.9,23057,16069,1224
463,0,0,0
463.1,0,0,0
463.2,0,0,0
463.3,0,0,0
463.4,0,0,0
463.5,0,0,0
463.6,0,0,0
463.7,0,0,0
463.8,0,0,0
463.9,0,0,0
464,0,0,0
464.1,0,0,0
464.2,0,0,0
464.3,0,0,0
464.4,0,0,0
464.5,0,0,0
464.6,0,0,0
464.7,0,0,0
464.8,0,0,0
464.9,0,0,0
465,0,0,0
465.1,0,0,0
465.2,0,0,0
465.3,0,0,0
465.4,0,0,0
465.5,0,0,0
465.6,0,0,0
465.7,0,0,0
465.8,0,0,0
465.9,0,0,0
466,0,0,0
466.1,0,0,0
466.2,0,0,0
466.3,18318,11428,1191
466.4,74978,54082,3649
466.5,72032,28306,7269
466.6,90046,80471,2634
466.7,83515,31593,9755
466.8,89060,39960,7674
466.9,138384,89639,8168
467,3441,1076,546
467.1,0,0,0
467.2,0,0,0
467.3,0,0,0
467.4,0,0,0
467.5,0,0,0
467.6,0,0,0
467.7,0,0,0
467.8,0,0,0
467.9,0,0,0
468,0,0,0
468.1,0,0,0
468.2,0,0,0
468.3,0,0,0
468.4,0,0,0
468.5,0,0,0
468.6,0,0,0
468.7,0,0,0
468.8,0,0,0
468.9,0,0,0
469,0,0,0
469.1,0,0,0
469.2,0,0,0
469.3,0,0,0
469.4,0,0,0
469.5,0,0,0
469.6,0,0,0
469.7,0,0,0
469.8,0,0,0
469.9,0,0,0
470,0,0,0
470.1,0,0,0
470.2,0,0,0
470.3,0,0,0
470.4,0,0,0
470.5,0,0,0
470.6,0,0,0
470.7,0,0,0
470.8,0,0,0
470.9,0,0,0
471,0,0,0
471.1,0,0,0
471.2,0,0,0
471.3,0,0,0
471.4,0,0,0
471.5,0,0,0
471.6,0,0,0
471.7,0,0,0
471.8,0,0,0
471.9,0,0,0
472,0,0,0
472.1,0,0,0
472.2,0,0,0
472.3,42320,35150,1407
472.4,219319,142121,13831
472.5,193923,88294,18470
472.6,109840,68710,6812
472.7,0,0,0
472.8,0,0,0
472.9,0,0,0
473,0,0,0
473.1,0,0,0
473.2,0,0,0
473.3,0,0,0
473.4,0,0,0
473.5,0,0,0
473.6,0,0,0
473.7,0,0,0
473.8,0,0,0
473.9,0,0,0
474,0,0,0
474.1,0,0,0
474.2,0,0,0
474.3,0,0,0
474.4,0,0,0
474.5,0,0,0
474.6,0,0,0
474.7,0,0,0
474.8,0,0,0
474.9,0,0,0
475,0,0,0
475.1,0,0,0
475.2,0,0,0
475.3,0,0,0
475.4,0,0,0
475.5,0,0,0
475.6,0,0,0
475.7,0,0,0
475.8,0,0,0
475.9,0,0,0
476,0,0,0
476.1,0,0,0
476.2,0,0,0
476.3,40317,33299,1191
476.4,254736,158535,15756
476.5,201705,94435,19056
476.6,62899,45615,3301
476.7,0,0,0
476.8,0,0,0
476.9,0,0,0
477,0,0,0
477.1,0,0,0
477.2,0,0,0
477.3,0,0,0
477.4,0,0,0
477.5,0,0,0
477.6,0,0,0
477.7,0,0,0
477.8,0,0,0
477.9,0,0,0
478,0,0,0
478.1,0,0,0
478.2,0,0,0
478.3,0,0,0
478.4,0,0,0
478.5,0,0,0
478.6,0,0,0
478.7,0,0,0
478.8,0,0,0
478.9,0,0,0
479,0,0,0
479.1,0,0,0
479.2,0,0,0
479.3,0,0,0
479.4,0,0,0
479.5,0,0,0
479.6,0,0,0
479.7,0,0,0
479.8,0,0,0
479.9,0,0,0
480,0,0,0
480.1,0,0,0
480.2,0,0,0
480.3,0,0,0
480.4,0,0,0
480.5,0,0,0
480.6,0,0,0
480.7,0,0,0
480.8,0,0,0
480.9,0,0,0
481,0,0,0
481.1,0,0,0
481.2,0,0,0
481.3,62430,54592,1063
481.4,306232,165050,26285
481.5,187894,109354,11855
481.6,0,0,0
481.7,0,0,0
481.8,0,0,0
481.9,0,0,0
482,0,0,0
482.1,0,0,0
482.2,0,0,0
482.3,0,0,0
482.4,0,0,0
482.5,0,0,0
482.6,0,0,0
482.7,0,0,0
482.8,0,0,0
482.9,0,0,0
483,0,0,0
483.1,0,0,0
483.2,0,0,0
483.3,0,0,0
483.4,0,0,0
483.5,0,0,0
483.6,0,0,0
483.7,0,0,0
483.8,0,0,0
483.9,0,0,0
484,0,0,0
484.1,0,0,0
484.2,0,0,0
484.3,48284,41026,1431
484.4,272517,160377,19186
484.5,237058,128104,18845
484.6,0,0,0
484.7,0,0,0
484.8,0,0,0
484.9,0,0,0
485,0,0,0
485.1,0,0,0
485.2,0,0,0
485.3,0,0,0
485.4,0,0,0
485.5,0,0,0
485.6,0,0,0
485.7,0,0,0
485.8,0,0,0
485.9,0,0,0
486,0,0,0
486.1,0,0,0
486.2,0,0,0
486.3,0,0,0
486.4,0,0,0
486.5,0,0,0
486.6,0,0,0
486.7,0,0,0
486.8,0,0,0
486.9,0,0,0
487,0,0,0
487.1,0,0,0
487.2,0,0,0
487.3,0,0,0
487.4,0,0,0
487.5,0,0,0
487.6,0,0,0
487.7,0,0,0
487.8,0,0,0
487.9,0,0,0
488,0,0,0
488.1,0,0,0
488.2,0,0,0
488.3,0,0,0
488.4,0,0,0
488.5,0,0,0
488.6,0,0,0
488.7,0,0,0
488.8,0,0,0
488.9,0,0,0
489,0,0,0
489.1,0,0,0
489.2,0,0,0
489.3,53358,45972,1063
489.4,299968,166047,23415
489.5,203196,116029,15070
489.6,145,145,0
489.7,0,0,0
489.8,0,0,0
489.9,0,0,0
490,0,0,0
490.1,0,0,0
490.2,0,0,0
490.3,0,0,0
490.4,0,0,0
490.5,0,0,0
490.6,0,0,0
490.7,0,0,0
490.8,0,0,0
490.9,0,0,0
491,0,0,0
491.1,0,0,0
491.2,0,0,0
491.3,0,0,0
491.4,0,0,0
491.5,0,0,0
491.6,0,0,0
491.7,0,0,0
491.8,0,0,0
491.9,0,0,0
492,0,0,0
492.1,0,0,0
492.2,0,0,0
492.3,0,0,0
492.4,0,0,0
492.5,0,0,0
492.6,0,0,0
492.7,0,0,0
492.8,0,0,0
492.9,0,0,0
493,0,0,0
493.1,0,0,0
493.2,0,0,0
493.3,0,0,0
493.4,0,0,0
493.5,0,0,0
493.6,0,0,0
493.7,0,0,0
493.8,0,0,0
493.9,0,0,0
494,0,0,0
494.1,0,0,0
494.2,0,0,0
494.3,45828,38874,1191
494.4,293901,165505,23968
494.5,215309,122291,14501
494.6,0,0,0
494.7,0,0,0
494.8,0,0,0
494.9,0,0,0
495,0,0,0
495.1,0,0,0
495.2,0,0,0
495.3,0,0,0
495.4,0,0,0
495.5,0,0,0
495.6,0,0,0
495.7,0,0,0
495.8,0,0,0
495.9,0,0,0
496,0,0,0
496.1,0,0,0
496.2,0,0,0
496.3,0,0,0
496.4,0,0,0
496.5,0,0,0
496.6,0,0,0
496.7,0,0,0
496.8,0,0,0
496.9,0,0,0
497,0,0,0
497.1,0,0,0
497.2,0,0,0
497.3,0,0,0
497.4,0,0,0
497.5,0,0,0
497.6,0,0,0
497.7,0,0,0
497.8,0,0,0
497.9,0,0,0
498,0,0,0
498.1,0,0,0
498.2,0,0,0
498.3,39911,33149,1127
498.4,227523,137178,15676
498.5,244681,125497,20381
498.6,49312,35407,2655
498.7,0,0,0
498.8,0,0,0
498.9,0,0,0
499,0,0,0
499.1,0,0,0
499.2,0,0,0
499.3,0,0,0
499.4,0,0,0
499.5,0,0,0
499.6,0,0,0
499.7,0,0,0
499.8,0,0,0
499.9,0,0,0
500,0,0,0
500.1,0,0,0
500.2,0,0,0
500.3,0,0,0
500.4,0,0,0
500.5,0,0,0
500.6,0,0,0
500.7,0,0,0
500.8,0,0,0
500.9,0,0,0
501,0,0,0
501.1,0,0,0
501.2,0,0,0
501.3,0,0,0
501.4,0,0,0
501.5,0,0,0
501.6,0,0,0
501.7,0,0,0
501.8,0,0,0
501.9,0,0,0
502,0,0,0
502.1,0,0,0
502.2,0,0,0
502.3,0,0,0
502.4,0,0,0
502.5,0,0,0
502.6,0,0,0
502.7,0,0,0
502.8,0,0,0
502.9,0,0,0
503,0,0,0
503.1,0,0,0
503.2,0,0,0
503.3,0,0,0
503.4,0,0,0
503.5,0,0,0
503.6,0,0,0
503.7,0,0,0
503.8,0,0,0
503.9,0,0,0
504,0,0,0
504.1,0,0,0
504.2,0,0,0
504.3,34830,28004,1191
504.4,289601,170297,21788
504.5,233491,129793,17449
504.6,0,0,0
504.7,0,0,0
504.8,0,0,0
504.9,0,0,0
505,0,0,0
505.1,0,0,0
505.2,0,0,0
505.3,0,0,0
505.4,0,0,0
505.5,0,0,0
505.6,0,0,0
505.7,0,0,0
505.8,0,0,0
505.9,0,0,0
506,0,0,0
506.1,0,0,0
506.2,0,0,0
506.3,0,0,0
506.4,0,0,0
506.5,0,0,0
506.6,0,0,0
506.7,0,0,0
506.8,0,0,0
506.9,0,0,0
507,0,0,0
507.1,0,0,0
507.2,0,0,0
507.3,43937,37047,1063
507.4,236659,147533,16672
507.5,277498,146585,21537
507.6,0,0,0
507.7,0,0,0
507.8,0,0,0
507.9,0,0,0
508,0,0,0
508.1,0,0,0
508.2,0,0,0
508.3,0,0,0
508.4,0,0,0
508.5,0,0,0
508.6,0,0,0
508.7,0,0,0
508.8,0,0,0
508.9,0,0,0
509,0,0,0
509.1,0,0,0
509.2,0,0,0
509.3,0,0,0
509.4,0,0,0
509.5,0,0,0
509.6,0,0,0
509.7,0,0,0
509.8,0,0,0
509.9,0,0,0
510,0,0,0
510.1,0,0,0
510.2,0,0,0
510.3,24941,18051,1063
510.4,257970,170639,15627
510.5,264229,132970,21936
510.6,13431,8660,1160
510.7,0,0,0
510.8,0,0,0
510.9,0,0,0
511,0,0,0
511.1,0,0,0
511.2,0,0,0
511.3,0,0,0
511.4,0,0,0
511.5,0,0,0
511.6,0,0,0
511.7,0,0,0
511.8,0,0,0
511.9,0,0,0
512,0,0,0
512.1,0,0,0
512.2,0,0,0
512.3,0,0,0
512.4,0,0,0
512.5,0,0,0
512.6,0,0,0
512.7,0,0,0
512.8,0,0,0
512.9,0,0,0
513,0,0,0
513.1,0,0,0
513.2,0,0,0
513.3,0,0,0
513.4,0,0,0
513.5,0,0,0
513.6,0,0,0
513.7,0,0,0
513.8,0,0,0
513.9,0,0,0
514,0,0,0
514.1,0,0,0
514.2,0,0,0
514.3,29555,23113,999
514.4,300768,181114,19774
514.5,226312,124078,19383
514.6,0,0,0
514.7,0,0,0
514.8,0,0,0
514.9,0,0,0
515,0,0,0
515.1,0,0,0
515.2,0,0,0
515.3,0,0,0
515.4,0,0,0
515.5,0,0,0
515.6,0,0,0
515.7,0,0,0
515.8,0,0,0
515.9,0,0,0
516,0,0,0
516.1,0,0,0
516.2,0,0,0
516.3,0,0,0
516.4,0,0,0
516.5,0,0,0
516.6,0,0,0
516.7,0,0,0
516.8,0,0,0
516.9,0,0,0
517,0,0,0
517.1,0,0,0
517.2,0,0,0
517.3,0,0,0
517.4,0,0,0
517.5,0,0,0
517.6,0,0,0
517.7,0,0,0
517.8,0,0,0
517.9,0,0,0
518,0,0,0
518.1,0,0,0
518.2,0,0,0
518.3,0,0,0
518.4,0,0,0
518.5,0,0,0
518.6,0,0,0
518.7,0,0,0
518.8,0,0,0
518.9,0,0,0
519,0,0,0
519.1,0,0,0
519.2,0,0,0
519.3,23704,17262,1127
519.4,250558,155277,17527
519.5,279820,154241,21107
519.6,0,0,0
519.7,0,0,0
519.8,0,0,0
519.9,0,0,0
520,0,0,0
520.1,0,0,0
520.2,0,0,0
520.3,0,0,0
520.4,0,0,0
520.5,0,0,0
520.6,0,0,0
520.7,0,0,0
520.8,0,0,0
520.9,0,0,0
521,0,0,0
521.1,0,0,0
521.2,0,0,0
521.3,0,0,0
521.4,0,0,0
521.5,0,0,0
521.6,0,0,0
521.7,0,0,0
521.8,0,0,0
521.9,0,0,0
522,0,0,0
522.1,0,0,0
522.2,0,0,0
522.3,27743,20661,1191
522.4,297433,183019,19977
522.5,232714,124561,18681
522.6,0,0,0
522.7,0,0,0
522.8,0,0,0
522.9,0,0,0
523,0,0,0
523.1,0,0,0
523.2,0,0,0
523.3,0,0,0
523.4,0,0,0
523.5,0,0,0
523.6,0,0,0
523.7,0,0,0
523.8,0,0,0
523.9,0,0,0
524,0,0,0
524.1,0,0,0
524.2,0,0,0
524.3,0,0,0
524.4,0,0,0
524.5,0,0,0
524.6,0,0,0
524.7,0,0,0
524.8,0,0,0
524.9,0,0,0
525,0,0,0
525.1,0,0,0
525.2,0,0,0
525.3,0,0,0
525.4,0,0,0
525.5,0,0,0
525.6,0,0,0
525.7,0,0,0
525.8,0,0,0
525.9,0,0,0
526,0,0,0
526.1,0,0,0
526.2,0,0,0
526.3,13579,6497,1063
526.4,139438,81272,10859
526.5,63609,52759,1069
526.6,120888,61268,9102
526.7,177006,95273,15169
526.8,52469,37841,2446
526.9,0,0,0
527,0,0,0
527.1,0,0,0
527.2,0,0,0
527.3,0,0,0
527.4,0,0,0
527.5,0,0,0
527.6,0,0,0
527.7,0,0,0
527.8,0,0,0
527.9,0,0,0
528,0,0,0
528.1,0,0,0
528.2,0,0,0
528.3,0,0,0
528.4,0,0,0
528.5,0,0,0
528.6,0,0,0
528.7,0,0,0
528.8,0,0,0
528.9,0,0,0
529,0,0,0
529.1,0,0,0
529.2,0,0,0
529.3,0,0,0
529.4,0,0,0
529.5,0,0,0
529.6,0,0,0
529.7,0,0,0
529.8,0,0,0
529.9,0,0,0
530,0,0,0
530.1,0,0,0
530.2,0,0,0
530.3,17654,10892,1063
530.4,273943,180881,15711
530.5,262459,136389,22588
530.6,2918,1311,128
530.7,0,0,0
530.8,0,0,0
530.9,0,0,0
531,0,0,0
531.1,0,0,0
531.2,0,0,0
531.3,0,0,0
531.4,0,0,0
531.5,0,0,0
531.6,0,0,0
531.7,0,0,0
531.8,0,0,0
531.9,0,0,0
532,0,0,0
532.1,0,0,0
532.2,0,0,0
532.3,0,0,0
532.4,0,0,0
532.5,0,0,0
532.6,0,0,0
532.7,0,0,0
532.8,0,0,0
532.9,0,0,0
533,0,0,0
533.1,0,0,0
533.2,0,0,0
533.3,18458,11696,1191
533.4,303714,191338,20728
533.5,235684,126151,17815
533.6,0,0,0
533.7,0,0,0
533.8,0,0,0
533.9,0,0,0
534,0,0,0
534.1,0,0,0
534.2,0,0,0
534.3,0,0,0
534.4,0,0,0
534.5,0,0,0
534.6,0,0,0
534.7,0,0,0
534.8,0,0,0
534.9,0,0,0
535,0,0,0
535.1,0,0,0
535.2,0,0,0
535.3,0,0,0
535.4,0,0,0
535.5,0,0,0
535.6,0,0,0
535.7,0,0,0
535.8,0,0,0
535.9,0,0,0
536,0,0,0
536.1,0,0,0
536.2,0,0,0
536.3,0,0,0
536.4,0,0,0
536.5,0,0,0
536.6,0,0,0
536.7,0,0,0
536.8,0,0,0
536.9,0,0,0
537,0,0,0
537.1,0,0,0
537.2,0,0,0
537.3,14231,7533,1127
537.4,256973,173878,14500
537.5,242496,114970,22508
537.6,48843,35547,2382
537.7,0,0,0
537.8,0,0,0
537.9,0,0,0
538,0,0,0
538.1,0,0,0
538.2,0,0,0
538.3,0,0,0
538.4,0,0,0
538.5,0,0,0
538.6,0,0,0
538.7,0,0,0
538.8,0,0,0
538.9,0,0,0
539,0,0,0
539.1,0,0,0
539.2,0,0,0
539.3,0,0,0
539.4,0,0,0
539.5,0,0,0
539.6,0,0,0
539.7,0,0,0
539.8,0,0,0
539.9,0,0,0
540,0,0,0
540.1,0,0,0
540.2,0,0,0
540.3,0,0,0
540.4,0,0,0
540.5,0,0,0
540.6,0,0,0
540.7,0,0,0
540.8,0,0,0
540.9,0,0,0
541,0,0,0
541.1,0,0,0
541.2,0,0,0
541.3,0,0,0
541.4,0,0,0
541.5,0,0,0
541.6,0,0,0
541.7,0,0,0
541.8,0,0,0
541.9,0,0,0
542,0,0,0
542.1,0,0,0
542.2,0,0,0
542.3,13492,6794,1063
542.4,152231,85825,11368
542.5,125380,98434,5028
542.6,110882,39961,12753
542.7,151220,93993,9595
542.8,13046,8130,613
542.9,0,0,0
543,0,0,0
543.1,0,0,0
543.2,0,0,0
543.3,0,0,0
543.4,0,0,0
543.5,0,0,0
543.6,0,0,0
543.7,0,0,0
543.8,0,0,0
543.9,0,0,0
544,0,0,0
544.1,0,0,0
544.2,0,0,0
544.3,0,0,0
544.4,0,0,0
544.5,0,0,0
544.6,0,0,0
544.7,0,0,0
544.8,0,0,0
544.9,0,0,0
545,0,0,0
545.1,0,0,0
545.2,0,0,0
545.3,0,0,0
545.4,0,0,0
545.5,0,0,0
545.6,0,0,0
545.7,0,0,0
545.8,0,0,0
545.9,0,0,0
546,0,0,0
546.1,0,0,0
546.2,0,0,0
546.3,0,0,0
546.4,0,0,0
546.5,0,0,0
546.6,0,0,0
546.7,0,0,0
546.8,0,0,0
546.9,0,0,0
547,0,0,0
547.1,0,0,0
547.2,0,0,0
547.3,5894,292,755
547.4,195153,124323,12679
547.5,232945,127176,18625
547.6,124268,77365,7861
547.7,0,0,0
547.8,0,0,0
547.9,0,0,0
548,0,0,0
548.1,0,0,0
548.2,0,0,0
548.3,0,0,0
548.4,0,0,0
548.5,0,0,0
548.6,0,0,0
548.7,0,0,0
548.8,0,0,0
548.9,0,0,0
549,0,0,0
549.1,0,0,0
549.2,0,0,0
549.3,0,0,0
549.4,0,0,0
549.5,0,0,0
549.6,0,0,0
549.7,0,0,0
549.8,0,0,0
549.9,0,0,0
550,0,0,0
550.1,0,0,0
550.2,0,0,0
550.3,0,0,0
550.4,0,0,0
550.5,0,0,0
550.6,0,0,0
550.7,0,0,0
550.8,0,0,0
550.9,0,0,0
551,0,0,0
551.1,0,0,0
551.2,0,0,0
551.3,0,0,0
551.4,0,0,0
551.5,0,0,0
551.6,0,0,0
551.7,0,0,0
551.8,0,0,0
551.9,0,0,0
552,0,0,0
552.1,0,0,0
552.2,0,0,0
552.3,7547,1260,1054
552.4,276089,186902,14973
552.5,237706,112469,23001
552.6,40970,29735,1963
552.7,0,0,0
552.8,0,0,0
552.9,0,0,0
553,0,0,0
553.1,0,0,0
553.2,0,0,0
553.3,0,0,0
553.4,0,0,0
553.5,0,0,0
553.6,0,0,0
553.7,0,0,0
553.8,0,0,0
553.9,0,0,0
554,0,0,0
554.1,0,0,0
554.2,0,0,0
554.3,0,0,0
554.4,0,0,0
554.5,0,0,0
554.6,0,0,0
554.7,0,0,0
554.8,0,0,0
554.9,0,0,0
555,0,0,0
555.1,0,0,0
555.2,0,0,0
555.3,0,0,0
555.4,0,0,0
555.5,0,0,0
555.6,0,0,0
555.7,0,0,0
555.8,0,0,0
555.9,0,0,0
556,0,0,0
556.1,0,0,0
556.2,0,0,0
